0,0.00272799,0.0158273,-0.00775509,0.00807225
1,0.0043571,0.0156205,-0.00779392,0.00782661
2,0.00596499,0.0154438,-0.00783162,0.00761214
3,0.00757599,0.0152898,-0.00786834,0.00742148
4,0.00977015,0.0151534,-0.00790417,0.0072492
5,0.0113921,0.0150305,-0.0079392,0.0070913
6,0.0130401,0.0149183,-0.00797348,0.00694482
7,0.0146539,0.0148146,-0.00800707,0.00680756
8,0.016387,0.0147179,-0.00804001,0.00667788
9,0.0180631,0.0146269,-0.00807232,0.00655455
10,0.0196712,0.0145407,-0.00810405,0.00643664
11,0.0214362,0.0144587,-0.00813522,0.00632345
12,0.0230412,0.0143803,-0.00816584,0.00621441
13,0.0246544,0.0143051,-0.00819594,0.00610912
14,0.0262785,0.0142328,-0.00822553,0.00600723
15,0.0278986,0.0141631,-0.00825463,0.00590847
16,0.0295196,0.0140959,-0.00828326,0.00581263
17,0.0311816,0.0140309,-0.00831142,0.00571951
18,0.0328906,0.0139681,-0.00833914,0.00562897
19,0.0344946,0.0139073,-0.00836642,0.00554086
20,0.0376036,0.0138483,-0.00839327,0.00545507
21,0.0393436,0.0137912,-0.00841972,0.0053715
22,0.0409696,0.0137358,-0.00844575,0.00529005
23,0.0425887,0.013682,-0.0084714,0.00521063
24,0.0442598,0.0136298,-0.00849666,0.00513317
25,0.0459278,0.0135791,-0.00852155,0.00505758
26,0.0475667,0.0135299,-0.00854607,0.00498381
27,0.0491858,0.013482,-0.00857024,0.00491178
28,0.0507967,0.0134355,-0.00859406,0.00484143
29,0.0524108,0.0133903,-0.00861754,0.00477271
30,0.0540268,0.0133462,-0.00864069,0.00470556
31,0.0556331,0.0133034,-0.00866351,0.00463992
32,0.057251,0.0132618,-0.00868602,0.00457575
33,0.0588579,0.0132212,-0.00870821,0.00451299
34,0.0612209,0.0131817,-0.00873011,0.0044516
35,0.0631459,0.0131432,-0.0087517,0.00439153
36,0.066747,0.0131058,-0.00877301,0.00433275
37,0.0684271,0.0130692,-0.00879403,0.00427521
38,0.070075,0.0130337,-0.00881478,0.00421888
39,0.0716951,0.0129989,-0.00883525,0.0041637
40,0.0733001,0.0129651,-0.00885545,0.00410966
41,0.076158,0.0129321,-0.0088754,0.00405671
42,0.0781531,0.0128999,-0.00889508,0.00400482
43,0.079776,0.0128685,-0.00891452,0.00395396
44,0.081382,0.0128378,-0.00893371,0.00390409
45,0.0831411,0.0128079,-0.00895266,0.0038552
46,0.084749,0.0127786,-0.00897137,0.00380724
47,0.0863562,0.01275,-0.00898985,0.00376019
48,0.0879791,0.0127221,-0.0090081,0.00371403
49,0.0896451,0.0126949,-0.00902613,0.00366873
50,0.0912631,0.0126682,-0.00904394,0.00362427
51,0.094563,0.0126422,-0.00906154,0.00358062
52,0.0962999,0.0126167,-0.00907892,0.00353776
53,0.0979209,0.0125918,-0.0090961,0.00349566
54,0.099546,0.0125674,-0.00911307,0.00345431
55,0.101157,0.0125435,-0.00912984,0.00341369
56,0.102763,0.0125202,-0.00914642,0.00337378
57,0.10446,0.0124974,-0.0091628,0.00333455
58,0.106123,0.012475,-0.00917899,0.00329599
59,0.107781,0.0124531,-0.009195,0.00325809
60,0.109415,0.0124316,-0.00921082,0.00322082
61,0.111027,0.0124106,-0.00922646,0.00318417
62,0.112656,0.01239,-0.00924193,0.00314812
63,0.114263,0.0123699,-0.00925722,0.00311266
64,0.11588,0.0123501,-0.00927233,0.00307778
65,0.117485,0.0123307,-0.00928728,0.00304345
66,0.119163,0.0123117,-0.00930206,0.00300967
67,0.122409,0.0122931,-0.00931668,0.00297642
68,0.124134,0.0122748,-0.00933114,0.00294369
69,0.125859,0.0122569,-0.00934544,0.00291147
70,0.127476,0.0122393,-0.00935958,0.00287974
71,0.129093,0.0122221,-0.00937357,0.00284849
72,0.130713,0.0122051,-0.00938741,0.00281772
73,0.132321,0.0121885,-0.00940109,0.00278741
74,0.134037,0.0121722,-0.00941463,0.00275755
75,0.135742,0.0121562,-0.00942803,0.00272813
76,0.137348,0.0121404,-0.00944128,0.00269915
77,0.138959,0.012125,-0.0094544,0.00267058
78,0.140566,0.0121098,-0.00946737,0.00264243
79,0.142201,0.0120949,-0.00948021,0.00261468
80,0.143819,0.0120802,-0.00949291,0.00258732
81,0.145424,0.0120658,-0.00950548,0.00256035
82,0.147036,0.0120517,-0.00951792,0.00253376
83,0.150083,0.0120378,-0.00953023,0.00250754
84,0.151797,0.0120241,-0.00954242,0.00248168
85,0.153419,0.0120107,-0.00955448,0.00245618
86,0.155026,0.0119974,-0.00956641,0.00243102
87,0.156635,0.0119844,-0.00957822,0.00240621
88,0.158243,0.0119716,-0.00958992,0.00238173
89,0.159851,0.0119591,-0.00960149,0.00235757
90,0.161461,0.0119467,-0.00961295,0.00233374
91,0.163147,0.0119345,-0.00962429,0.00231022
92,0.164999,0.0119225,-0.00963551,0.00228702
93,0.166617,0.0119107,-0.00964663,0.00226411
94,0.168227,0.0118991,-0.00965763,0.0022415
95,0.169834,0.0118877,-0.00966852,0.00221918
96,0.171444,0.0118765,-0.00967931,0.00219715
97,0.17305,0.0118654,-0.00968998,0.0021754
98,0.17466,0.0118545,-0.00970056,0.00215393
99,0.176275,0.0118438,-0.00971102,0.00213273
100,0.178357,0.0118332,-0.00972139,0.00211179
101,0.179976,0.0118228,-0.00973165,0.00209111
102,0.181585,0.0118125,-0.00974182,0.00207069
103,0.183191,0.0118024,-0.00975188,0.00205053
104,0.184797,0.0117925,-0.00976185,0.00203061
105,0.186404,0.0117826,-0.00977172,0.00201093
106,0.18803,0.011773,-0.00978149,0.00199149
107,0.18964,0.0117635,-0.00979117,0.00197229
108,0.191343,0.0117541,-0.00980075,0.00195332
109,0.193012,0.0117448,-0.00981025,0.00193457
110,0.194621,0.0117357,-0.00981965,0.00191605
111,0.196233,0.0117267,-0.00982897,0.00189775
112,0.197839,0.0117179,-0.00983819,0.00187966
113,0.201655,0.0117091,-0.00984733,0.00186179
114,0.203259,0.0117005,-0.00985638,0.00184413
115,0.205278,0.011692,-0.00986534,0.00182667
